Transaction_ID,Date,Customer_Name,Product,Total_Item,Total_Cost,Payment_Method,City,Store_Type,Discount_,Customer_Category,Season,Promotion
100001000,12-01-2023 12:59,Customer_290,['Fruits'],1,147.06,Mobile Payment,Ahmedabad,Grocery Store,TRUE,Professional,Winter,None
100001001,05-07-2024 08:39,Customer_162,"['Tea', 'Eggs', 'Chocolate', 'Spices', 'Soap']",5,890.24,Credit Card,Hyderabad,Grocery Store,TRUE,Professional,Summer,10% OFF
100001002,23-08-2021 04:29,Customer_95,"['Butter', 'Bread', 'Shampoo', 'Rice', 'Biscuits', 'Soap']",6,1020.72,Mobile Payment,Surat,Pharmacy,FALSE,Businessperson,Spring,BOGO (Buy One Get One)
100001003,08-02-2022 21:03,Customer_12,"['Soap', 'Tea', 'Sugar', 'Oil']",4,494.3,UPI,Surat,Pharmacy,TRUE,Professional,Rainy,10% OFF
100001004,21-08-2024 23:37,Customer_184,"['Vegetables', 'Sugar', 'Eggs', 'Shampoo', 'Milk', 'Bread', 'Chocolate', 'Tea', 'Cold Drink', 'Oil']",10,1668.66,UPI,Chennai,Grocery Store,FALSE,Businessperson,Summer,BOGO (Buy One Get One)
100001005,07-08-2022 12:56,Customer_31,['Fruits'],1,162.4,Credit Card,Kolkata,Pharmacy,TRUE,Professional,Spring,None
100001006,02-03-2023 03:44,Customer_293,['Chocolate'],1,94.56,Cash,Delhi,Grocery Store,FALSE,Student,Winter,Festive Offer
100001007,15-03-2023 18:03,Customer_478,"['Shampoo', 'Butter', 'Toothpaste', 'Oil']",4,609.65,UPI,Mumbai,Convenience Store,TRUE,Student,Summer,Festive Offer
100001008,14-10-2021 09:21,Customer_222,"['Butter', 'Rice', 'Soap']",3,313.01,UPI,Bengaluru,Supermarket,FALSE,Homemaker,Winter,BOGO (Buy One Get One)
100001009,08-04-2024 07:26,Customer_2,['Rice'],1,15.27,UPI,Hyderabad,Pharmacy,FALSE,Businessperson,Summer,None
100001010,07-06-2023 00:09,Customer_2,"['Fruits', 'Spices', 'Bread', 'Eggs', 'Snacks', 'Milk', 'Toothpaste', 'Shampoo', 'Rice']",9,1553.76,UPI,Surat,Convenience Store,FALSE,Student,Spring,None
100001011,14-01-2023 11:29,Customer_154,"['Bread', 'Vegetables', 'Tea', 'Chocolate', 'Snacks', 'Toothpaste', 'Eggs', 'Rice', 'Shampoo']",9,1422.48,Cash,Kolkata,Supermarket,TRUE,Student,Rainy,None
100001012,18-09-2023 20:37,Customer_285,"['Snacks', 'Oil', 'Fruits', 'Butter', 'Cold Drink', 'Bread']",6,826.93,Credit Card,Hyderabad,Pharmacy,FALSE,Businessperson,Winter,Festive Offer
100001013,20-10-2021 12:48,Customer_484,"['Biscuits', 'Snacks', 'Cold Drink', 'Spices', 'Shampoo', 'Toothpaste', 'Detergent', 'Bread', 'Sugar', 'Rice']",10,1327.7,Cash,Hyderabad,Convenience Store,FALSE,Homemaker,Winter,BOGO (Buy One Get One)
100001014,29-12-2024 13:20,Customer_73,['Fruits'],1,110.53,Mobile Payment,Kolkata,Pharmacy,FALSE,Professional,Spring,BOGO (Buy One Get One)
100001015,05-06-2024 12:14,Customer_327,"['Tea', 'Cold Drink', 'Soap', 'Detergent']",4,299.4,Mobile Payment,Jaipur,Department Store,FALSE,Student,Winter,Festive Offer
100001016,22-05-2020 21:26,Customer_91,"['Sugar', 'Spices', 'Rice', 'Cold Drink', 'Shampoo', 'Milk']",6,766.96,Mobile Payment,Delhi,Department Store,TRUE,Professional,Spring,None
100001017,01-03-2020 03:03,Customer_371,"['Toothpaste', 'Butter', 'Tea']",3,84.4,Credit Card,Jaipur,Pharmacy,TRUE,Businessperson,Spring,Festive Offer
100001018,18-03-2024 11:05,Customer_115,"['Cold Drink', 'Shampoo', 'Milk', 'Biscuits', 'Soap']",5,961.77,UPI,Mumbai,Supermarket,TRUE,Homemaker,Summer,None
100001019,19-01-2022 17:02,Customer_369,"['Cold Drink', 'Chocolate', 'Butter', 'Snacks']",4,534.81,UPI,Jaipur,Department Store,TRUE,Homemaker,Winter,BOGO (Buy One Get One)
100001020,18-08-2024 15:39,Customer_343,"['Shampoo', 'Coffee', 'Rice']",3,627.48,UPI,Pune,Grocery Store,TRUE,Professional,Rainy,None
100001021,26-06-2023 15:05,Customer_453,"['Vegetables', 'Coffee', 'Fruits', 'Snacks', 'Cold Drink', 'Detergent', 'Spices']",7,1253.96,Mobile Payment,Jaipur,Pharmacy,FALSE,Homemaker,Summer,BOGO (Buy One Get One)
100001022,26-04-2021 10:41,Customer_443,"['Toothpaste', 'Cold Drink', 'Milk', 'Spices', 'Tea']",5,1000.79,Credit Card,Ahmedabad,Pharmacy,FALSE,Professional,Rainy,10% OFF
100001023,23-03-2023 05:52,Customer_9,"['Snacks', 'Cold Drink', 'Bread', 'Eggs', 'Fruits', 'Oil', 'Sugar']",7,1017.31,UPI,Hyderabad,Pharmacy,TRUE,Homemaker,Rainy,BOGO (Buy One Get One)
100001024,22-01-2024 02:12,Customer_271,"['Snacks', 'Spices', 'Tea', 'Rice', 'Shampoo', 'Toothpaste', 'Butter', 'Chocolate', 'Fruits']",9,905.87,Mobile Payment,Bengaluru,Department Store,TRUE,Student,Spring,None
100001025,28-09-2021 20:51,Customer_381,"['Tea', 'Rice', 'Detergent', 'Chocolate', 'Butter', 'Milk', 'Sugar', 'Biscuits', 'Oil']",9,1420.7,Mobile Payment,Delhi,Supermarket,FALSE,Student,Winter,BOGO (Buy One Get One)
100001026,01-09-2021 16:12,Customer_417,"['Detergent', 'Eggs']",2,381.51,Mobile Payment,Surat,Grocery Store,FALSE,Student,Winter,Festive Offer
100001027,15-12-2024 05:18,Customer_390,"['Biscuits', 'Milk', 'Fruits', 'Snacks', 'Eggs', 'Cold Drink']",6,1116.86,Mobile Payment,Delhi,Supermarket,TRUE,Businessperson,Rainy,BOGO (Buy One Get One)
100001028,22-11-2021 18:05,Customer_85,"['Rice', 'Chocolate']",2,449.41,UPI,Jaipur,Supermarket,FALSE,Professional,Spring,None
100001029,04-01-2024 07:44,Customer_240,"['Tea', 'Eggs']",2,303.99,Mobile Payment,Surat,Grocery Store,TRUE,Professional,Summer,Festive Offer
100001030,29-05-2021 16:25,Customer_252,"['Vegetables', 'Toothpaste']",2,403.57,Mobile Payment,Kolkata,Grocery Store,TRUE,Student,Summer,10% OFF
100001031,25-01-2023 00:30,Customer_345,"['Sugar', 'Biscuits', 'Coffee', 'Fruits', 'Milk', 'Rice', 'Bread', 'Oil', 'Butter']",9,1572.83,Mobile Payment,Ahmedabad,Convenience Store,FALSE,Homemaker,Spring,10% OFF
100001032,26-03-2022 22:44,Customer_242,['Shampoo'],1,242.25,Credit Card,Delhi,Grocery Store,TRUE,Professional,Rainy,BOGO (Buy One Get One)
100001033,02-07-2020 10:59,Customer_29,"['Tea', 'Cold Drink']",2,371.44,Mobile Payment,Kolkata,Supermarket,TRUE,Professional,Rainy,None
100001034,23-07-2024 22:08,Customer_268,"['Soap', 'Cold Drink', 'Toothpaste', 'Eggs', 'Detergent']",5,759.2,Mobile Payment,Chennai,Supermarket,FALSE,Student,Winter,10% OFF
100001035,23-10-2024 07:48,Customer_24,"['Eggs', 'Sugar', 'Bread']",3,569.52,UPI,Chennai,Grocery Store,TRUE,Professional,Rainy,BOGO (Buy One Get One)
100001036,26-09-2021 18:46,Customer_47,"['Rice', 'Oil']",2,59.31,Credit Card,Kolkata,Grocery Store,FALSE,Professional,Spring,Festive Offer
100001037,18-10-2024 04:10,Customer_164,"['Detergent', 'Vegetables', 'Oil', 'Spices', 'Eggs', 'Bread', 'Snacks', 'Shampoo']",8,1186.16,Mobile Payment,Pune,Pharmacy,FALSE,Professional,Spring,None
100001038,10-04-2024 22:55,Customer_416,"['Coffee', 'Soap', 'Detergent', 'Shampoo', 'Rice', 'Bread', 'Butter', 'Fruits', 'Tea', 'Toothpaste']",10,1305.37,Mobile Payment,Jaipur,Grocery Store,TRUE,Homemaker,Spring,10% OFF
100001039,25-03-2024 22:15,Customer_247,"['Detergent', 'Chocolate', 'Milk', 'Toothpaste', 'Eggs', 'Biscuits', 'Soap', 'Butter', 'Spices']",9,1566.17,UPI,Mumbai,Department Store,TRUE,Homemaker,Rainy,Festive Offer
100001040,04-11-2023 18:01,Customer_207,"['Coffee', 'Soap', 'Vegetables']",3,280.02,UPI,Ahmedabad,Pharmacy,TRUE,Student,Spring,Festive Offer
100001041,31-10-2023 07:03,Customer_74,"['Bread', 'Toothpaste', 'Oil', 'Spices', 'Shampoo', 'Detergent', 'Fruits', 'Sugar']",8,1257.62,Mobile Payment,Chennai,Convenience Store,FALSE,Professional,Summer,None
100001042,22-11-2023 11:25,Customer_400,"['Detergent', 'Snacks', 'Rice', 'Sugar', 'Vegetables', 'Oil']",6,1198.32,Credit Card,Surat,Grocery Store,FALSE,Homemaker,Winter,10% OFF
100001043,27-01-2021 23:16,Customer_336,"['Tea', 'Coffee', 'Milk', 'Chocolate', 'Spices', 'Detergent']",6,1078.95,Cash,Jaipur,Pharmacy,TRUE,Professional,Spring,BOGO (Buy One Get One)
100001044,27-10-2024 13:44,Customer_384,"['Coffee', 'Toothpaste', 'Soap']",3,372.02,Cash,Kolkata,Supermarket,TRUE,Student,Spring,10% OFF
100001045,26-08-2023 16:43,Customer_219,"['Eggs', 'Chocolate', 'Biscuits', 'Tea', 'Soap', 'Rice', 'Shampoo', 'Butter', 'Bread', 'Cold Drink']",10,1281.81,Mobile Payment,Hyderabad,Convenience Store,TRUE,Professional,Winter,BOGO (Buy One Get One)
100001046,09-03-2024 14:06,Customer_493,"['Vegetables', 'Rice', 'Eggs', 'Snacks', 'Soap', 'Oil', 'Toothpaste', 'Butter', 'Detergent', 'Milk']",10,1927.26,UPI,Mumbai,Pharmacy,TRUE,Student,Rainy,BOGO (Buy One Get One)
100001047,03-03-2021 06:18,Customer_212,"['Soap', 'Snacks', 'Spices', 'Shampoo', 'Detergent', 'Tea', 'Milk', 'Fruits']",8,1389.13,Mobile Payment,Ahmedabad,Pharmacy,FALSE,Student,Summer,10% OFF
100001048,15-06-2023 20:54,Customer_419,"['Oil', 'Eggs', 'Detergent', 'Vegetables', 'Butter', 'Fruits', 'Sugar', 'Bread', 'Coffee']",9,1407.05,UPI,Mumbai,Department Store,FALSE,Businessperson,Spring,Festive Offer
100001049,15-08-2023 11:18,Customer_422,"['Coffee', 'Soap', 'Vegetables']",3,379.69,UPI,Chennai,Convenience Store,FALSE,Student,Spring,None
100001050,01-11-2022 18:38,Customer_223,"['Rice', 'Tea', 'Chocolate', 'Sugar', 'Spices']",5,524.99,Mobile Payment,Surat,Department Store,TRUE,Professional,Summer,None
100001051,30-01-2022 10:12,Customer_452,"['Biscuits', 'Milk', 'Snacks', 'Vegetables']",4,682.12,Cash,Pune,Department Store,TRUE,Professional,Summer,None
100001052,09-12-2020 08:21,Customer_184,"['Milk', 'Butter']",2,517.48,Credit Card,Pune,Supermarket,TRUE,Professional,Rainy,10% OFF
100001053,03-11-2021 23:18,Customer_460,['Detergent'],1,258.04,Credit Card,Hyderabad,Convenience Store,TRUE,Professional,Summer,BOGO (Buy One Get One)
100001054,26-08-2021 08:24,Customer_202,"['Spices', 'Tea', 'Butter']",3,288.53,Cash,Delhi,Department Store,FALSE,Homemaker,Winter,BOGO (Buy One Get One)
100001055,06-12-2024 19:47,Customer_30,"['Oil', 'Shampoo', 'Biscuits', 'Butter', 'Milk', 'Chocolate', 'Bread', 'Eggs']",8,906.45,Cash,Surat,Pharmacy,TRUE,Professional,Spring,10% OFF
100001056,28-06-2023 03:20,Customer_301,"['Soap', 'Shampoo', 'Coffee']",3,258.15,Cash,Ahmedabad,Department Store,FALSE,Homemaker,Spring,10% OFF
100001057,05-11-2020 22:47,Customer_437,"['Shampoo', 'Snacks', 'Biscuits', 'Eggs', 'Butter', 'Sugar', 'Rice', 'Cold Drink', 'Toothpaste']",9,1398.56,Cash,Chennai,Supermarket,TRUE,Professional,Winter,None
100001058,25-12-2021 23:35,Customer_118,"['Sugar', 'Rice', 'Oil', 'Eggs', 'Snacks', 'Fruits']",6,821.37,UPI,Kolkata,Convenience Store,FALSE,Professional,Rainy,Festive Offer
100001059,24-05-2023 04:19,Customer_192,"['Butter', 'Biscuits', 'Bread', 'Fruits', 'Detergent']",5,923.94,Mobile Payment,Surat,Department Store,TRUE,Homemaker,Spring,Festive Offer
100001060,25-03-2020 14:43,Customer_253,"['Spices', 'Toothpaste', 'Biscuits', 'Detergent', 'Soap', 'Cold Drink', 'Coffee']",7,1218.4,Credit Card,Ahmedabad,Pharmacy,TRUE,Homemaker,Rainy,BOGO (Buy One Get One)
100001061,25-08-2024 18:28,Customer_88,"['Tea', 'Chocolate', 'Butter', 'Shampoo', 'Soap', 'Rice']",6,1013.47,Cash,Pune,Pharmacy,TRUE,Businessperson,Summer,BOGO (Buy One Get One)
100001062,19-12-2020 06:15,Customer_446,"['Rice', 'Eggs', 'Vegetables', 'Soap', 'Sugar', 'Chocolate']",6,1315.23,UPI,Hyderabad,Convenience Store,FALSE,Professional,Winter,None
100001063,09-10-2024 05:47,Customer_406,"['Detergent', 'Snacks', 'Bread']",3,451.92,Mobile Payment,Surat,Grocery Store,FALSE,Professional,Spring,None
100001064,02-10-2020 13:59,Customer_205,['Snacks'],1,276.38,Credit Card,Mumbai,Convenience Store,FALSE,Businessperson,Summer,BOGO (Buy One Get One)
100001065,16-05-2020 16:17,Customer_429,"['Milk', 'Rice', 'Detergent', 'Bread', 'Biscuits']",5,517.73,Cash,Bengaluru,Department Store,FALSE,Businessperson,Winter,None
100001066,27-04-2023 07:35,Customer_196,['Milk'],1,131.76,Mobile Payment,Jaipur,Department Store,FALSE,Businessperson,Winter,10% OFF
100001067,30-03-2022 09:35,Customer_205,"['Tea', 'Milk']",2,283.88,Cash,Ahmedabad,Pharmacy,TRUE,Homemaker,Winter,None
100001068,18-03-2023 11:06,Customer_117,"['Soap', 'Toothpaste', 'Snacks', 'Tea', 'Bread', 'Detergent', 'Fruits', 'Spices']",8,1206.27,Credit Card,Chennai,Supermarket,FALSE,Homemaker,Summer,BOGO (Buy One Get One)
100001069,05-01-2024 03:23,Customer_200,"['Snacks', 'Cold Drink', 'Eggs', 'Toothpaste', 'Coffee', 'Bread']",6,1138.25,Mobile Payment,Ahmedabad,Department Store,FALSE,Homemaker,Summer,None
100001070,03-08-2024 09:28,Customer_451,"['Bread', 'Chocolate', 'Oil', 'Vegetables', 'Eggs', 'Snacks', 'Coffee']",7,1193.39,Cash,Mumbai,Department Store,FALSE,Professional,Spring,10% OFF
100001071,30-06-2021 09:07,Customer_40,"['Soap', 'Detergent', 'Snacks', 'Sugar', 'Tea', 'Shampoo', 'Biscuits', 'Coffee']",8,1085.0,Credit Card,Hyderabad,Grocery Store,TRUE,Businessperson,Winter,10% OFF
100001072,10-11-2023 15:57,Customer_89,"['Fruits', 'Tea', 'Snacks', 'Bread']",4,612.52,Credit Card,Pune,Grocery Store,FALSE,Professional,Winter,Festive Offer
100001073,27-01-2024 09:30,Customer_121,"['Spices', 'Rice', 'Milk', 'Detergent', 'Chocolate', 'Snacks']",6,740.45,Mobile Payment,Chennai,Department Store,FALSE,Homemaker,Rainy,BOGO (Buy One Get One)
100001074,25-07-2022 01:44,Customer_203,"['Bread', 'Vegetables', 'Coffee', 'Sugar', 'Tea', 'Butter', 'Toothpaste']",7,1474.29,Mobile Payment,Pune,Pharmacy,TRUE,Homemaker,Winter,None
100001075,01-11-2020 15:27,Customer_244,"['Spices', 'Eggs', 'Rice']",3,356.58,UPI,Jaipur,Grocery Store,TRUE,Homemaker,Summer,10% OFF
100001076,23-04-2022 14:37,Customer_18,"['Milk', 'Detergent', 'Spices', 'Coffee', 'Snacks', 'Fruits']",6,887.11,Mobile Payment,Ahmedabad,Grocery Store,TRUE,Professional,Summer,BOGO (Buy One Get One)
100001077,11-05-2022 14:00,Customer_455,"['Spices', 'Snacks', 'Bread', 'Rice', 'Coffee', 'Biscuits', 'Oil', 'Chocolate']",8,1128.68,UPI,Hyderabad,Pharmacy,TRUE,Businessperson,Spring,None
100001078,28-02-2024 10:44,Customer_409,"['Rice', 'Cold Drink', 'Butter', 'Vegetables', 'Eggs', 'Sugar']",6,864.67,UPI,Kolkata,Supermarket,FALSE,Businessperson,Summer,BOGO (Buy One Get One)
100001079,14-09-2024 02:05,Customer_391,"['Shampoo', 'Soap']",2,466.61,Mobile Payment,Kolkata,Department Store,TRUE,Student,Summer,Festive Offer
100001080,02-09-2020 19:10,Customer_79,"['Oil', 'Toothpaste', 'Detergent', 'Coffee', 'Bread', 'Vegetables', 'Sugar']",7,1097.62,Cash,Mumbai,Department Store,TRUE,Student,Summer,10% OFF
100001081,11-09-2021 23:27,Customer_328,"['Rice', 'Eggs', 'Cold Drink', 'Sugar', 'Tea', 'Detergent', 'Biscuits', 'Toothpaste', 'Vegetables', 'Bread']",10,1497.25,Credit Card,Hyderabad,Supermarket,TRUE,Student,Spring,None
100001082,28-04-2022 16:05,Customer_258,['Shampoo'],1,193.87,Credit Card,Hyderabad,Supermarket,FALSE,Student,Winter,Festive Offer
100001083,25-08-2023 08:37,Customer_452,"['Butter', 'Fruits', 'Bread', 'Oil', 'Rice', 'Eggs', 'Detergent', 'Shampoo', 'Chocolate', 'Milk']",10,1343.12,Mobile Payment,Kolkata,Department Store,FALSE,Professional,Summer,Festive Offer
100001084,31-01-2023 05:56,Customer_334,"['Cold Drink', 'Fruits', 'Oil', 'Rice', 'Spices']",5,1079.82,Cash,Kolkata,Pharmacy,TRUE,Student,Spring,None
100001085,16-05-2022 20:13,Customer_351,"['Biscuits', 'Shampoo']",2,318.72,UPI,Ahmedabad,Grocery Store,TRUE,Student,Winter,BOGO (Buy One Get One)
100001086,17-09-2024 00:34,Customer_123,"['Eggs', 'Coffee', 'Milk', 'Soap', 'Tea', 'Biscuits', 'Oil', 'Butter', 'Shampoo', 'Sugar']",10,1510.4,Cash,Mumbai,Pharmacy,TRUE,Homemaker,Summer,10% OFF
100001087,16-03-2021 13:55,Customer_306,['Spices'],1,36.11,Cash,Hyderabad,Grocery Store,FALSE,Professional,Winter,BOGO (Buy One Get One)
100001088,03-02-2023 09:05,Customer_292,"['Shampoo', 'Milk', 'Detergent', 'Biscuits', 'Coffee', 'Rice', 'Bread', 'Fruits']",8,1052.05,UPI,Chennai,Convenience Store,TRUE,Businessperson,Rainy,10% OFF
100001089,23-10-2023 00:33,Customer_498,"['Shampoo', 'Snacks', 'Fruits', 'Butter']",4,782.74,Cash,Jaipur,Pharmacy,FALSE,Businessperson,Spring,BOGO (Buy One Get One)
100001090,08-02-2021 04:20,Customer_119,"['Milk', 'Shampoo', 'Spices', 'Coffee', 'Tea', 'Butter', 'Cold Drink']",7,1248.33,Cash,Bengaluru,Supermarket,FALSE,Professional,Spring,BOGO (Buy One Get One)
100001091,05-12-2020 14:01,Customer_289,"['Butter', 'Rice', 'Shampoo', 'Tea', 'Vegetables', 'Milk', 'Detergent', 'Cold Drink', 'Chocolate', 'Toothpaste']",10,2019.22,Cash,Hyderabad,Pharmacy,FALSE,Businessperson,Spring,Festive Offer
100001092,12-07-2022 20:51,Customer_96,"['Tea', 'Rice', 'Cold Drink', 'Eggs', 'Detergent', 'Butter']",6,1230.84,Mobile Payment,Pune,Department Store,TRUE,Student,Summer,BOGO (Buy One Get One)
100001093,04-04-2022 00:20,Customer_16,['Bread'],1,93.98,Mobile Payment,Kolkata,Grocery Store,TRUE,Student,Rainy,BOGO (Buy One Get One)
100001094,12-10-2024 01:09,Customer_446,"['Spices', 'Bread', 'Toothpaste', 'Cold Drink', 'Eggs']",5,725.91,UPI,Bengaluru,Supermarket,FALSE,Homemaker,Spring,10% OFF
100001095,23-11-2020 22:46,Customer_482,"['Cold Drink', 'Rice', 'Oil']",3,459.73,Cash,Hyderabad,Pharmacy,TRUE,Student,Spring,Festive Offer
100001096,26-05-2022 20:46,Customer_483,"['Biscuits', 'Snacks']",2,361.95,Cash,Surat,Convenience Store,TRUE,Homemaker,Spring,BOGO (Buy One Get One)
100001097,05-12-2024 00:08,Customer_44,"['Sugar', 'Detergent', 'Rice', 'Coffee', 'Tea', 'Toothpaste', 'Milk', 'Snacks']",8,1425.58,Mobile Payment,Chennai,Department Store,FALSE,Businessperson,Rainy,None
100001098,26-12-2023 05:34,Customer_163,"['Bread', 'Toothpaste', 'Chocolate', 'Oil']",4,471.92,Cash,Bengaluru,Supermarket,FALSE,Homemaker,Winter,BOGO (Buy One Get One)
100001099,08-05-2022 02:56,Customer_388,"['Soap', 'Milk', 'Butter', 'Oil', 'Bread', 'Cold Drink', 'Eggs', 'Snacks', 'Detergent', 'Tea']",10,1055.92,Credit Card,Kolkata,Grocery Store,TRUE,Businessperson,Spring,BOGO (Buy One Get One)
100001100,05-05-2024 07:41,Customer_162,"['Rice', 'Chocolate']",2,162.03,Mobile Payment,Kolkata,Supermarket,FALSE,Student,Spring,BOGO (Buy One Get One)
100001101,08-09-2023 05:40,Customer_443,"['Spices', 'Sugar', 'Bread', 'Snacks', 'Biscuits', 'Toothpaste', 'Eggs', 'Butter', 'Rice']",9,1186.8,UPI,Chennai,Pharmacy,FALSE,Homemaker,Summer,None
100001102,26-03-2022 01:36,Customer_332,"['Chocolate', 'Rice', 'Milk', 'Cold Drink', 'Spices', 'Fruits', 'Eggs', 'Shampoo']",8,948.29,Cash,Bengaluru,Supermarket,TRUE,Professional,Spring,Festive Offer
100001103,23-04-2024 05:28,Customer_393,['Detergent'],1,158.99,UPI,Chennai,Supermarket,FALSE,Student,Summer,Festive Offer
100001104,20-10-2021 05:22,Customer_312,"['Bread', 'Shampoo', 'Cold Drink', 'Tea', 'Toothpaste', 'Fruits']",6,506.25,UPI,Chennai,Pharmacy,TRUE,Student,Spring,Festive Offer
100001105,28-03-2020 17:15,Customer_369,"['Vegetables', 'Chocolate', 'Milk', 'Soap', 'Biscuits', 'Oil', 'Sugar', 'Spices', 'Cold Drink', 'Tea']",10,1697.32,UPI,Ahmedabad,Supermarket,TRUE,Homemaker,Rainy,10% OFF
100001106,22-02-2023 01:36,Customer_176,"['Shampoo', 'Detergent', 'Soap']",3,443.47,Mobile Payment,Chennai,Grocery Store,TRUE,Professional,Winter,10% OFF
100001107,07-04-2021 20:30,Customer_464,"['Rice', 'Chocolate', 'Spices', 'Snacks', 'Sugar', 'Vegetables', 'Butter', 'Tea']",8,1520.7,Cash,Delhi,Grocery Store,TRUE,Homemaker,Spring,None
100001108,12-08-2024 21:04,Customer_294,"['Detergent', 'Spices', 'Snacks', 'Tea', 'Chocolate', 'Shampoo']",6,910.83,UPI,Mumbai,Pharmacy,TRUE,Student,Summer,Festive Offer
100001109,30-05-2020 18:14,Customer_155,['Butter'],1,118.45,UPI,Mumbai,Department Store,FALSE,Businessperson,Winter,10% OFF
100001110,22-07-2024 01:46,Customer_202,"['Milk', 'Shampoo', 'Spices', 'Detergent']",4,393.01,Mobile Payment,Ahmedabad,Pharmacy,TRUE,Student,Winter,BOGO (Buy One Get One)
100001111,16-04-2023 01:29,Customer_304,"['Soap', 'Milk']",2,322.4,Mobile Payment,Bengaluru,Pharmacy,TRUE,Student,Rainy,10% OFF
100001112,19-11-2020 23:30,Customer_103,"['Sugar', 'Spices', 'Coffee', 'Biscuits', 'Detergent', 'Tea', 'Milk', 'Cold Drink']",8,1102.24,Credit Card,Kolkata,Pharmacy,FALSE,Homemaker,Rainy,BOGO (Buy One Get One)
100001113,30-03-2020 10:53,Customer_147,"['Biscuits', 'Cold Drink', 'Spices', 'Oil', 'Detergent', 'Snacks', 'Milk', 'Tea', 'Coffee']",9,1404.33,Credit Card,Ahmedabad,Grocery Store,TRUE,Professional,Rainy,BOGO (Buy One Get One)
100001114,09-09-2020 16:50,Customer_316,"['Milk', 'Oil', 'Tea', 'Shampoo', 'Rice', 'Eggs', 'Fruits', 'Toothpaste']",8,756.88,UPI,Ahmedabad,Supermarket,TRUE,Professional,Rainy,None
100001115,19-01-2022 17:12,Customer_187,['Bread'],1,118.59,Cash,Mumbai,Supermarket,FALSE,Professional,Winter,Festive Offer
100001116,14-10-2022 03:12,Customer_162,"['Milk', 'Sugar', 'Fruits', 'Coffee', 'Biscuits', 'Soap', 'Bread']",7,711.7,UPI,Chennai,Pharmacy,TRUE,Student,Rainy,Festive Offer
100001117,10-04-2023 01:51,Customer_164,"['Eggs', 'Spices', 'Bread', 'Fruits', 'Shampoo', 'Toothpaste', 'Sugar', 'Butter']",8,1168.4,UPI,Chennai,Convenience Store,FALSE,Businessperson,Winter,10% OFF
100001118,07-11-2023 15:59,Customer_26,"['Detergent', 'Chocolate', 'Spices']",3,365.05,Mobile Payment,Delhi,Convenience Store,TRUE,Professional,Winter,10% OFF
100001119,04-06-2022 16:41,Customer_124,"['Toothpaste', 'Butter', 'Chocolate', 'Biscuits']",4,720.2,Credit Card,Chennai,Supermarket,TRUE,Professional,Rainy,BOGO (Buy One Get One)
100001120,11-04-2024 05:35,Customer_418,"['Coffee', 'Shampoo', 'Soap', 'Snacks', 'Vegetables', 'Detergent', 'Biscuits']",7,1081.26,Cash,Hyderabad,Department Store,TRUE,Student,Rainy,None
100001121,13-05-2020 14:26,Customer_316,"['Detergent', 'Soap', 'Fruits', 'Snacks']",4,464.13,Cash,Surat,Supermarket,FALSE,Homemaker,Rainy,None
100001122,03-11-2021 09:10,Customer_354,"['Butter', 'Shampoo', 'Milk', 'Coffee', 'Oil', 'Toothpaste']",6,654.18,UPI,Chennai,Department Store,TRUE,Professional,Summer,Festive Offer
100001123,04-07-2023 05:08,Customer_468,"['Chocolate', 'Coffee', 'Spices']",3,246.35,Mobile Payment,Ahmedabad,Grocery Store,FALSE,Businessperson,Winter,Festive Offer
100001124,08-01-2020 07:04,Customer_286,"['Milk', 'Detergent', 'Shampoo', 'Biscuits', 'Oil', 'Cold Drink']",6,896.39,Mobile Payment,Kolkata,Pharmacy,TRUE,Professional,Spring,10% OFF
100001125,07-02-2020 23:03,Customer_332,"['Chocolate', 'Sugar', 'Fruits', 'Soap', 'Tea', 'Detergent', 'Toothpaste']",7,800.65,UPI,Hyderabad,Convenience Store,FALSE,Businessperson,Rainy,Festive Offer
100001126,01-02-2024 02:25,Customer_145,"['Coffee', 'Snacks', 'Oil', 'Chocolate', 'Toothpaste', 'Milk', 'Spices', 'Eggs', 'Cold Drink', 'Sugar']",10,1905.07,Credit Card,Pune,Supermarket,FALSE,Professional,Summer,Festive Offer
100001127,06-05-2024 14:53,Customer_152,"['Butter', 'Biscuits', 'Detergent', 'Snacks']",4,566.08,Mobile Payment,Delhi,Pharmacy,FALSE,Homemaker,Summer,10% OFF
100001128,03-02-2020 00:08,Customer_359,"['Soap', 'Coffee']",2,349.43,Cash,Bengaluru,Department Store,FALSE,Businessperson,Rainy,BOGO (Buy One Get One)
100001129,20-08-2024 21:44,Customer_83,"['Shampoo', 'Coffee', 'Fruits', 'Chocolate', 'Bread', 'Tea']",6,887.08,UPI,Mumbai,Pharmacy,FALSE,Student,Spring,None
100001130,26-02-2022 23:48,Customer_40,"['Snacks', 'Spices', 'Sugar', 'Shampoo']",4,667.84,Credit Card,Ahmedabad,Supermarket,FALSE,Businessperson,Spring,10% OFF
100001131,07-03-2023 13:12,Customer_99,"['Detergent', 'Rice', 'Coffee', 'Butter', 'Toothpaste', 'Chocolate', 'Shampoo', 'Milk', 'Spices']",9,1260.17,UPI,Jaipur,Grocery Store,FALSE,Homemaker,Spring,Festive Offer
100001132,22-10-2021 11:11,Customer_385,"['Chocolate', 'Sugar', 'Eggs', 'Soap', 'Snacks', 'Detergent']",6,679.8,UPI,Jaipur,Department Store,FALSE,Student,Rainy,None
